AGE,GENDER,MARITAL_STATUS,CUSTOMER_CLASS,LINE_TENURE,SUBPLAN,SUBPLAN_PREVIOUS,NUM_TEL,NUM_ACT_TEL,PAY_METD,PAY_METD_PREV,CUSTOMER_TYPE
35,M,S,3,2318,2102,2102,2,1,cs,co,2G
30,F,S,3,1834,2105,2105,6,3,cs,cs,2G
35,M,S,3,1898,2102,2102,2,2,cs,cs,2G
53,M,M,3,1378,2103,2102,1,1,cs,cs,2G
42,M,M,3,1026,2101,2101,3,2,cs,cs,2G
42,F,S,3,945,2242,2101,2,2,cs,cs,2G
31,F,M,3,1558,2135,2114,1,1,cs,cs,2G
18,M,S,4,841,2206,2134,1,1,cs,cs,2G
26,F,S,5,449,2242,2242,1,1,cs,cs,2G
44,M,M,3,1815,2105,2105,2,2,dd,cs,2G
39,M,S,3,757,2135,2135,1,1,cs,cs,2G
38,M,M,5,794,2105,2105,2,2,co,co,2G
26,M,S,3,2026,2102,2107,2,2,cs,cs,3G
22,F,S,3,1111,2242,2206,1,1,cs,cs,2G
49,M,M,3,1931,2135,2101,4,2,cs,cs,2G
29,M,S,6,1423,2135,2101,1,0,cs,cs,2G
58,F,M,3,360,2242,2242,1,1,cs,cs,2G
30,M,S,3,2237,2206,2108,1,1,dd,cs,2G
32,F,M,3,656,2101,2101,3,3,cs,cs,2G
21,F,S,3,713,2242,2107,1,1,cs,cs,2G
29,M,S,3,2616,2102,2107,1,1,cs,cs,2G
34,M,S,7,2497,2165,2183,3,2,cs,cs,2G
42,M,S,3,3124,2137,2104,2,2,cs,cs,2G
51,M,M,3,1557,2114,4101,1,1,cs,cs,2G
30,F,S,3,2101,2102,2102,1,1,cs,cs,2G
43,F,M,3,1087,2105,2105,2,2,cs,cs,2G
29,M,S,3,731,2105,2105,2,1,cs,cs,2G
68,M,M,3,947,2106,2106,3,1,dd,cs,2G
32,F,S,3,492,2242,2135,2,1,cs,cs,2G
49,M,S,3,1418,2102,2101,2,1,cs,co,2G
30,M,S,3,2432,2137,2104,2,0,co,cs,2G
48,M,M,3,2046,2101,2101,2,1,cs,cs,2G
52,M,M,3,1111,2114,2101,1,1,cs,cs,2G
32,F,S,3,842,2105,2105,3,2,co,co,2G
18,F,S,4,268,2241,,1,1,cs,cs,2G
47,F,M,3,576,2206,2206,1,1,cs,cs,2G
41,M,M,3,1548,2114,4101,2,2,cg,cs,2G
47,M,M,3,3014,2243,2102,1,1,dd,cs,2G
34,F,S,3,2511,2107,2101,2,2,cs,cs,2G
40,M,M,3,268,2241,2241,1,1,cs,cs,2G
32,M,S,3,884,2119,2119,7,3,cs,cs,2G
29,M,M,3,1114,2241,2101,1,1,cs,cs,2G
42,M,M,7,1555,2114,2102,2,1,cs,co,2G
31,F,S,7,1963,2161,2101,3,3,cs,cs,2G
24,M,S,3,1576,2103,2103,1,1,cs,cs,2G
35,F,M,3,1782,2101,2105,3,2,cs,cs,2G
24,F,S,3,632,2206,2206,2,1,cs,cs,2G
36,M,S,3,321,2242,2242,4,1,cs,cs,2G
31,M,S,3,454,2248,2241,1,1,dd,dd,2G
32,M,M,3,1214,2105,2105,3,2,cs,cg,2G
35,M,M,3,765,2241,2135,1,1,cs,cs,2G
24,F,S,3,1893,2102,2120,1,0,cs,cs,2G
50,M,M,3,3130,2248,2101,2,2,dd,dd,2G
49,F,S,3,1994,2242,2101,2,2,cs,cs,2G
54,M,M,3,1368,2206,2101,3,2,cs,cs,2G
24,M,S,3,990,2242,2101,1,1,cs,cs,2G
23,M,S,3,1406,2243,2206,3,1,cs,cs,3G
35,M,S,3,991,2101,2102,4,1,cs,cs,2G
45,F,S,7,1658,2156,2166,1,1,cs,cs,2G
21,M,S,3,422,2242,2242,2,1,cs,cs,2G
31,F,M,3,334,2241,2241,1,1,cs,cs,2G
36,F,M,7,1869,2105,2105,3,3,cs,cs,2G
41,M,M,3,673,2102,2101,1,1,cs,cs,2G
27,M,M,3,1146,2242,2101,1,1,cs,cs,2G
19,F,S,4,410,2248,2242,1,1,cs,cs,2G
34,F,M,3,1084,2242,2107,1,1,cs,cs,2G
32,M,S,9,210,2208,2208,10,10,cs,cs,3G
53,M,M,3,1901,2104,2102,3,3,cs,cs,2G
35,M,S,3,2286,2248,2242,7,4,cg,cs,2G
37,M,S,7,1523,2166,2166,3,2,cs,cs,2G
49,M,M,3,2046,2102,2101,5,3,co,cs,3G
33,M,S,3,2063,2102,2101,1,0,co,cx,3G
42,M,S,3,391,2242,2242,1,1,cs,cs,2G
34,M,S,7,1474,2156,2156,3,2,cs,co,2G
46,F,M,3,342,2242,2242,2,2,cs,cs,2G
39,F,M,3,1726,2242,2135,4,3,cs,cs,2G
37.411584,F,S,7,2560,2156,2156,2,2,cs,cs,2G
43,F,M,3,686,2135,2135,1,1,cs,cs,2G
60,M,M,3,1652,2101,2101,1,1,cs,cs,2G
29,M,S,3,928,2136,2105,2,1,cs,co,2G
31,F,S,3,1739,2101,2101,2,2,cs,cs,2G
43,M,M,3,1099,2206,2101,3,2,cs,cs,2G
38,M,S,3,2257,2102,2101,1,1,cs,cs,2G
32,F,S,3,1171,2105,2105,2,2,cs,cs,2G
32,F,S,3,2495,2101,2101,3,2,co,co,2G
37,M,M,3,1175,2101,2101,2,2,cs,cs,2G
38,F,S,3,1855,2105,2105,4,2,cs,cs,2G
32,F,S,3,2232,2101,2101,2,1,dd,dd,3G
24,M,S,7,396,2209,2208,1,1,cs,cs,2G
34,F,M,3,605,2206,2206,1,1,cs,cs,2G
37.411584,M,S,8,1510,2101,2101,2,1,dd,dd,2G
51,F,M,3,1840,2101,2101,4,4,cs,cs,2G
42,M,M,3,273,2242,2242,1,1,cs,cs,2G
25,M,S,3,439,2242,2242,3,2,cs,cs,2G
31,M,S,7,1712,2161,2171,1,1,cs,cx,3G
29,M,S,3,1615,2101,2101,1,1,cs,cs,2G
34,M,M,3,1716,2105,2105,3,1,cs,cs,2G
24,F,M,3,310,2241,2241,1,1,cs,cs,2G
43,M,M,3,1847,2242,2105,2,2,cs,cs,2G
32,M,S,7,1518,2194,2166,1,1,cs,cs,2G
29,M,S,7,1197,2208,2194,4,1,co,cs,2G
38,F,M,3,375,2137,2242,3,3,cs,cs,2G
53,F,M,3,2927,2101,2101,1,1,cs,cs,3G
28,F,S,3,1801,2105,2105,5,5,cs,cs,2G
33,M,S,3,1074,2105,2105,2,2,cs,cs,2G
32,F,S,3,1480,2107,2102,7,4,cg,cs,3G
43,M,S,7,2030,2156,2101,1,1,cs,cs,2G
49,F,M,3,703,2105,2105,6,3,cs,cs,2G
46,F,M,3,1862,2105,2105,3,2,co,cs,2G
44,M,M,3,1084,2105,2105,2,2,dd,dd,2G
55,M,M,3,365,2242,2242,3,2,cs,cs,2G
22,F,S,3,510,2206,2206,1,1,cs,cs,2G
34,M,M,3,1740,2105,2105,2,2,cs,cs,2G
27,F,S,7,1197,2166,2171,2,1,dd,dd,2G
52,M,M,3,1361,2101,2101,2,2,cs,cs,2G
33,F,S,7,1924,2213,2161,1,1,cg,cg,2G
56,F,M,3,522,2206,2206,2,2,cs,cs,2G
20,M,S,3,822,2242,2135,1,1,cs,cs,2G
30,F,S,3,2031,2101,2101,2,1,cs,cs,2G
39,F,S,3,1671,2101,2101,3,2,co,co,2G
45,M,M,3,1097,2101,2101,2,2,cs,cs,2G
38,M,S,3,1330,2104,2102,3,3,cs,cs,2G
39,F,M,3,1333,2103,2105,2,1,cs,cs,2G
22,M,S,3,1549,2101,2101,1,1,cs,cs,2G
26,F,S,3,530,2241,2114,2,0,cs,cs,2G
24,F,S,3,321,2242,2242,2,1,cs,cs,2G
59,F,M,3,559,2114,2114,1,1,cs,cs,2G
53,F,M,3,626,2135,2135,3,1,cs,cs,2G
34,F,S,3,1435,2101,2101,2,2,cs,cs,2G
36,M,M,3,1226,2241,2101,2,2,cs,cs,2G
48,M,M,3,978,2243,2102,3,2,cs,cs,2G
40,M,M,3,1560,2242,2107,2,1,dd,cs,2G
47,F,M,3,1053,2206,2119,4,3,dd,dd,2G
18,M,S,4,271,2242,2242,1,1,cs,cs,2G
31,M,M,3,640,2135,2135,3,1,cs,cs,2G
27,M,S,3,1551,2242,2107,1,1,cs,cs,3G
43,F,M,3,436,2242,2242,4,2,cs,cs,2G
33,F,S,7,2559,2207,2165,1,1,cs,co,2G
54,M,M,3,2544,2248,2101,4,2,cs,cs,2G
37.411584,M,M,7,2030,2156,2156,2,1,cx,cs,3G
70,F,M,3,1560,2114,4101,1,1,cs,cs,2G
53,M,M,3,1712,2101,2101,3,2,cs,cs,2G
46,M,M,3,2060,2102,2243,5,4,cs,cs,3G
43,M,M,3,2367,2101,2101,2,2,dd,cs,2G
42,F,M,3,514,2101,2101,2,2,cs,cs,2G
38,F,S,3,2182,2101,2101,1,1,cs,cs,2G
31,M,S,3,2586,2102,2101,4,2,cs,cs,3G
29,F,S,3,2458,2243,2101,2,2,dd,cs,2G
41,F,M,3,1683,2105,2105,2,2,cs,cs,2G
42,F,M,7,747,2156,2156,3,1,dd,dd,2G
22,M,S,3,1571,2242,2101,1,1,cs,cs,2G
35,F,M,3,1104,2105,2119,2,2,cs,cs,2G
43,M,M,3,814,2105,2105,2,2,dd,cs,2G
25,M,M,3,322,2242,2242,2,2,cs,cs,2G
30,F,S,3,1560,2241,2114,2,1,cs,cs,2G
38,M,M,3,1335,2105,2105,4,4,cs,cs,2G
46,M,M,3,741,2135,2135,1,1,cs,cs,2G
54,F,M,3,1052,2135,2101,2,1,cs,cs,2G
54,F,M,3,2301,2101,2101,1,1,cs,cs,2G
59,M,M,3,2163,2101,2101,2,2,cs,cs,2G
37,F,M,3,2875,2242,2102,3,3,cs,cs,3G
37,F,M,3,1354,2105,2105,2,2,cs,cs,2G
34,M,S,3,700,2137,2137,5,3,cs,cg,2G
39,M,S,3,1365,2105,2105,2,2,cs,cs,2G
57,F,M,3,1788,2101,2101,2,2,cs,cs,2G
48,M,M,3,1587,2242,2103,1,1,cs,cs,2G
37.411584,M,S,9,273,2117,2117,195,195,cs,cs,2G
32,F,S,3,1534,2114,4101,1,1,cs,cs,2G
24,F,S,5,370,2241,2241,1,1,cs,cs,2G
51,M,M,7,1714,2156,2156,1,1,dd,dd,2G
26,M,S,3,2240,2248,2206,1,1,cs,cs,3G
39,F,S,7,1984,2105,2105,3,2,cg,cg,2G
31,F,S,3,1913,2242,2101,2,2,cs,cs,3G
51,F,M,3,1511,2242,2101,4,2,cs,cs,2G
45,M,S,3,962,2117,2117,3,2,cs,cs,2G
54,M,M,7,1961,2171,2101,2,2,cs,cs,2G
19,M,S,4,1179,2242,2107,1,1,cs,cs,2G
30,M,S,3,1861,2102,2101,2,1,cs,cs,2G
29,F,S,3,1871,2206,2107,2,2,cs,cs,2G
46,M,M,3,642,2135,2135,1,1,cs,cs,2G
39,M,M,3,2607,2206,2108,2,2,dd,cs,3G
28,M,S,3,2295,2102,2101,4,2,co,cs,2G
35,F,S,7,1916,2156,2161,1,1,cg,cs,2G
20,M,S,3,471,2248,2206,1,1,cs,cs,2G
48,F,M,3,325,2242,2242,2,1,cs,cs,2G
30,M,S,3,1884,2102,2104,2,2,cg,cs,2G
53,M,M,3,1090,2107,2107,3,3,cs,cs,2G
52,F,M,3,1095,2101,2101,1,1,cs,cs,2G
46,M,M,3,988,2101,2101,3,1,cs,cs,2G
52,M,M,7,2154,2160,2171,3,3,dd,cs,2G
36,M,M,3,582,2135,2135,2,2,cs,cs,2G
47,F,M,3,1874,2101,2101,1,1,cs,cs,2G
48,M,M,3,3098,2102,2101,1,1,cs,cs,2G
42,M,S,3,1488,2102,2102,3,2,cs,cg,3G
22,M,S,3,1719,2242,2101,1,1,cs,cs,2G
38,M,M,3,1432,2101,2101,3,2,cx,dd,2G
47,F,S,3,2400,2101,2101,2,2,cs,cx,2G
47,M,M,3,500,2241,2101,1,1,cs,cs,2G
27,M,S,3,1093,2101,2101,1,1,cs,cs,2G
55,M,M,3,2839,2101,2102,4,3,cs,cs,2G
21,M,S,3,506,2135,2135,2,0,cs,cs,2G
25,F,S,3,760,2242,2135,3,1,cs,cs,2G
49,F,M,3,1879,2102,2107,1,1,cs,cs,2G
34,M,S,3,451,2107,2107,2,1,cs,cs,2G
27,M,S,3,785,2242,2107,1,1,cs,cs,2G
40,M,M,3,1999,2101,2101,2,2,cs,cs,3G
37,F,M,3,429,2241,2241,1,1,cs,cs,2G
57,F,M,3,887,2105,2105,2,2,dd,dd,2G
37,M,S,5,2487,2242,2107,1,1,cs,cs,3G
33,M,M,3,2328,2241,2101,2,1,cs,cs,2G
46,M,M,3,378,2241,2241,1,1,cs,cs,2G
43,M,S,3,1054,2119,2119,5,2,cs,cs,2G
48,F,M,3,2661,2102,2101,2,2,dd,dd,2G
33,F,M,3,713,2105,2119,2,2,dd,dd,2G
30,M,S,3,429,2242,2242,2,1,cs,cs,2G
52,M,M,3,2523,2243,2137,4,2,cs,cg,2G
47,M,M,3,1776,2242,2101,5,4,cs,cs,2G
43,F,M,3,1543,2107,2101,2,1,cs,co,2G
33,F,M,3,1501,2101,2101,3,2,co,co,2G
49,M,M,3,1738,2101,2101,4,3,cg,cg,2G
38,F,S,3,1876,2103,2102,2,0,cs,cs,2G
31,F,S,3,1374,2101,2101,3,2,cs,cs,2G
42,M,M,3,1073,2242,2101,2,2,cs,cs,2G
34,M,S,3,458,2242,2242,2,1,cs,cs,2G
38,F,M,3,797,2137,2137,2,2,cs,cs,3G
39,F,S,3,1404,2101,2101,2,1,co,cs,2G
47,F,S,3,345,2248,2241,3,2,cs,cs,3G
25,F,S,3,376,2243,2206,3,1,cs,cs,3G
40,F,M,3,232,2242,2242,1,1,cs,cs,2G
33,F,S,3,252,2248,2242,4,2,cs,cs,2G
28,F,S,6,370,2242,2242,1,1,cs,cs,2G
49,F,M,3,2019,2135,2105,2,2,cs,cs,2G
44,M,M,3,204,2242,2242,3,3,cs,cs,2G
29,F,S,3,1065,2107,2102,2,2,cs,cs,2G
35,M,S,3,1016,2242,2107,1,1,cs,cs,2G
34,F,M,3,1549,2114,4101,2,2,dd,cs,2G
27,F,S,3,2325,2241,2107,5,2,cs,cs,2G
29,M,S,8,444,2241,2137,1,1,cs,cs,2G
27,F,S,3,2084,2105,2105,3,2,cs,cs,2G
23,M,S,3,1822,2136,2103,1,1,cs,cs,3G
25,M,S,3,2810,2101,2101,1,1,cs,cs,2G
73,M,M,3,196,2241,2241,1,1,cs,cs,2G
50,M,M,3,1053,2242,2119,2,2,cs,cs,2G
30,F,S,3,235,2248,2241,7,0,cs,cs,2G
36,M,M,5,892,2135,2119,2,2,dd,cs,2G
29,M,S,3,1670,2105,2105,2,2,cs,cs,2G
37,M,M,3,1548,2137,2104,2,1,co,cs,2G
25,F,S,3,2470,2242,2102,2,2,cs,cs,2G
29,M,S,6,251,2248,2242,1,1,cs,cs,2G
48,F,M,3,1301,2206,2105,2,2,cs,cs,2G
32,M,S,3,942,2119,2119,2,2,cs,cs,2G
18,F,S,4,513,2206,2206,1,1,cs,cs,2G
43,F,M,3,1200,2242,2107,2,2,cs,cs,2G
35,M,S,3,1603,2105,2105,3,2,cs,cs,2G
37.411584,F,S,9,1814,2156,2156,2,2,cs,cs,2G
31,F,S,3,343,2241,2241,4,2,cs,cs,2G
51,F,S,3,401,2242,2105,2,2,cs,cx,3G
34,M,S,3,2117,2105,2105,7,2,cs,cs,2G
49,M,M,3,680,2106,2106,1,1,cs,cs,2G
45,M,S,7,2129,2156,2156,4,2,cs,co,2G
51,M,M,3,614,2206,2206,2,1,dd,dd,2G
35,M,S,3,2310,2101,2101,1,1,cs,cs,3G
22,F,S,3,1104,2135,2107,1,1,cs,cs,3G
29,F,S,7,1809,2156,2105,3,3,co,dd,2G
52,M,M,7,1399,2166,2166,2,2,cs,cs,2G
27,M,S,7,1834,2161,2101,2,2,dd,cs,2G
47,M,S,3,1691,2105,2105,3,1,cs,cs,2G
55,M,M,7,1798,2155,2155,2,1,dd,dd,2G
36,M,S,3,2470,2101,2102,2,2,cs,cs,2G
45,M,M,3,1464,2104,2102,2,2,cg,cg,2G
29,M,S,3,3046,2101,2101,1,1,co,cs,2G
25,M,S,3,332,2206,2206,3,1,cs,cs,2G
16,F,S,4,214,2241,2241,1,1,cs,cs,2G
27,M,S,3,806,2105,2105,2,2,cs,cs,2G
45,M,M,3,1477,2135,2105,2,1,cs,cg,2G
23,M,S,6,1416,2101,2101,2,1,cs,cs,2G
27,M,S,3,1411,2243,2102,5,1,cs,cs,3G
38,M,S,3,1696,2105,2105,2,2,cs,cs,2G
43,M,M,3,670,2135,2135,3,1,cs,cs,2G
37,F,M,3,748,2135,2135,2,1,cs,cs,2G
24,M,S,3,2023,2248,2243,1,1,cs,cs,2G
34,M,M,3,1329,2135,2101,3,2,co,cs,2G
42,M,S,3,1256,2105,2105,5,4,cs,cs,2G
32,M,S,3,1785,2102,2102,3,3,cs,cs,2G
37,M,S,3,2692,2102,2101,2,1,cs,cs,3G
36,M,S,3,1850,2103,2101,1,1,cs,cs,2G
25,F,S,3,774,2105,2105,2,2,cs,cs,2G
20,M,S,4,623,2206,2206,2,1,cs,cs,2G
56,M,M,3,1877,2137,2102,2,1,cs,cs,2G
33,M,S,3,340,2242,2242,3,1,cs,cs,2G
38,M,S,7,1705,2156,2156,3,1,dd,dd,2G
47,M,M,7,340,2161,2161,3,2,dd,dd,2G
32,F,M,3,1690,2105,2105,2,2,dd,dd,2G
49,F,M,3,1427,2105,2105,4,2,dd,dd,2G
44,M,M,3,2706,2101,2101,2,1,cs,co,2G
58,M,M,3,2688,2242,2101,2,2,cs,cs,2G
53,M,M,3,1550,2114,4101,1,1,cs,cs,2G
38,M,M,7,1948,2156,2101,3,0,cs,cg,2G
50,F,M,3,1740,2101,2105,3,1,cs,cs,2G
22,M,S,3,733,2248,2135,1,1,cs,cs,2G
29,M,S,3,210,2242,2242,10,2,cs,cs,2G
58,M,M,3,1837,2105,2105,2,2,cs,cs,2G
42,M,M,3,1733,2248,2135,1,1,cs,cs,2G
30,M,S,3,2497,2101,2101,1,1,cs,cs,2G
22,M,S,6,1544,2101,2101,1,1,cs,cs,2G
40,M,M,3,1810,2105,2105,2,2,dd,cs,2G
16,M,S,4,225,2242,2242,1,1,cs,cs,2G
48,M,M,3,1017,2243,2101,1,1,cs,cs,2G
26,F,S,3,3018,2101,2101,1,1,cs,cs,3G
33,F,S,3,328,2241,2241,3,3,co,cs,2G
27,M,S,3,2307,2102,2101,4,1,cs,cs,2G
40,F,M,3,397,2242,2241,3,3,cs,co,2G
48,O,M,3,192,2117,2117,4,4,cs,cs,2G
54,M,M,3,2283,2101,2101,3,3,cs,cs,2G
32,F,S,3,1958,2104,2102,2,0,co,cs,2G
31,F,S,3,1826,2107,2101,2,2,cs,co,3G
37.411584,M,S,9,565,2155,2155,101,52,cs,cs,3G
39,M,M,7,1813,2105,2105,3,2,dd,cs,2G
30,M,S,3,2760,2242,2135,1,1,cs,cs,2G
36,F,M,8,1454,2101,2101,2,1,dd,cs,2G
28,M,S,3,1318,2107,2107,3,3,cs,cs,2G
36,M,S,3,1406,2102,2102,1,1,cs,cs,2G
30,M,S,3,1186,2109,2102,3,2,cs,cs,2G
22,M,S,3,1703,2101,2102,1,1,cs,cs,2G
46,M,M,3,1444,2242,2101,2,1,co,co,2G
42,M,M,5,960,2101,2101,1,1,cs,cs,2G
25,M,S,3,1539,2209,2213,1,1,cs,cs,2G
37,M,M,3,996,2242,2135,1,1,cs,cs,2G
51,M,M,3,1422,2107,2103,2,2,cs,cs,2G
29,M,M,3,1143,2101,2101,2,2,co,cs,2G
28,M,S,3,2389,2135,2107,4,2,cs,cs,2G
46,M,M,3,1256,2241,2105,2,2,cg,dd,2G
46,F,S,3,380,2243,2242,1,1,cs,cs,2G
35,M,S,3,3000,2102,2241,2,2,cs,dd,3G
27,M,S,3,1927,2102,2101,2,1,cs,cs,3G
60,M,M,3,1123,2105,2105,5,2,cs,cs,2G
40,F,M,3,705,2135,2135,2,1,cs,cs,2G
34,M,M,3,1326,2242,2101,4,2,cs,cs,2G
23,F,S,3,2792,2105,2103,2,2,cs,dd,2G
50,M,M,3,472,2241,2241,2,2,cs,cs,2G
37.411584,F,S,9,452,2156,2156,71,48,cs,cs,2G
58,M,M,3,2363,2101,2101,2,1,cs,cs,2G
42,M,M,3,644,2243,2135,1,1,cs,cs,3G
48,M,S,3,1884,2103,2101,1,1,cs,cs,2G
26,F,S,3,1914,2242,2101,4,4,cs,cs,2G
36,F,M,3,1087,2242,2101,4,2,cs,cs,2G
30,F,S,7,1694,2183,2102,2,2,cs,cs,2G
32,M,S,3,1200,2103,2103,1,1,cg,cs,2G
43,M,M,3,238,2242,2242,4,2,cs,cs,2G
54,M,S,7,1887,2156,2156,2,1,cg,cg,2G
37,F,M,3,1431,2101,2101,1,1,cs,cs,2G
34,M,M,3,1567,2101,2101,2,1,co,co,2G
30,M,S,3,2204,2104,2102,2,1,cs,cs,3G
49,M,M,3,910,2241,2101,4,4,cg,cs,2G
45,M,S,3,619,2206,2206,1,1,cs,cs,2G
38,F,M,3,2103,2104,2137,3,3,cs,cs,2G
46,F,M,3,664,2135,2135,2,1,cs,cs,2G
25,M,S,3,1160,2206,2102,7,3,cs,cs,2G
34,M,S,7,888,2155,2155,1,1,dd,dd,2G
40,M,S,7,3122,2166,2161,2,2,cs,cs,2G
52,M,M,7,1903,2156,2161,2,2,co,co,2G
4,F,M,7,1699,2156,2161,4,2,co,cs,2G
52,M,M,3,966,2114,2101,1,1,cs,cs,2G
52,F,M,3,588,2206,2206,1,1,cs,cs,2G
47,M,M,5,1681,2242,2105,3,3,cs,cs,2G
37.411584,F,S,7,2023,2156,2156,3,3,dd,dd,2G
30,F,S,3,1900,2105,2105,2,2,cs,cs,2G
40,M,M,3,1108,2102,2136,4,3,cs,cs,3G
48,M,M,3,1801,2105,2105,2,2,cs,cs,2G
47,M,S,3,2597,2102,2101,5,4,cs,cs,2G
43,F,M,3,670,2206,2135,1,1,cs,cs,2G
44,F,M,3,997,2105,2105,2,2,cs,cs,2G
30,M,S,3,1452,2101,2101,4,2,cs,cs,2G
37.411584,F,S,9,595,2166,2171,25,18,dd,cs,3G
25,M,S,3,1142,2105,2119,3,3,cs,cs,2G
35,M,S,7,306,2183,2183,3,2,cs,cs,2G
41,F,M,3,1171,2101,2101,2,2,dd,dd,2G
46,M,M,5,1074,2241,2101,2,2,cs,cs,2G
50,F,M,3,1834,2102,2102,4,1,cs,cs,3G
41,F,M,3,1921,2136,2102,2,1,co,cg,3G
29,M,S,3,674,2242,2101,2,2,cs,cs,2G
49,F,M,3,2463,2135,2107,4,1,cs,cs,2G
29,M,S,3,2304,2101,2101,3,3,cs,cs,3G
39,M,M,3,2518,2104,2102,4,4,cs,cs,2G
51,F,M,3,562,2135,2135,1,1,cs,cs,2G
45,M,M,3,1542,2105,2105,2,2,cs,cg,2G
60,M,M,3,1872,2242,2105,2,2,cs,cs,2G
34,F,S,3,706,2101,2101,2,2,cs,cs,2G
19,F,S,4,1027,2107,2107,1,1,cs,cs,2G
23,F,S,5,779,2242,2107,2,1,cs,cs,2G
22,M,S,3,1304,2107,2107,1,1,cs,cs,2G
35,M,S,5,1240,2107,2107,2,1,cs,cs,2G
32,M,S,3,2988,2107,2101,1,1,dd,cs,2G
35,F,M,3,1770,2105,2119,3,2,cs,cs,2G
27,M,S,5,334,2242,2242,1,1,cs,cs,2G
